semantic_id,domain,bank,stable_key,field,surface,reachability,reachability_reason,realization,slots,source_path,source_symbol,grounding,text
prose:governing:municipal-workspace:MunicipalWorkspace-0035#text,governing,municipal-workspace,MunicipalWorkspace-0035,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,No value established
prose:governing:municipal-workspace:MunicipalWorkspace-0036#text,governing,municipal-workspace,MunicipalWorkspace-0036,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,No verified Census government-unit link is available.
prose:governing:municipal-workspace:MunicipalWorkspace-0037#text,governing,municipal-workspace,MunicipalWorkspace-0037,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,No verified government link is available for this home's place.
prose:governing:municipal-workspace:MunicipalWorkspace-0038#text,governing,municipal-workspace,MunicipalWorkspace-0038,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Not established
prose:governing:municipal-workspace:MunicipalWorkspace-0039#text,governing,municipal-workspace,MunicipalWorkspace-0039,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Prepare meeting notes
prose:governing:municipal-workspace:MunicipalWorkspace-0040#text,governing,municipal-workspace,MunicipalWorkspace-0040,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Professional manager
prose:governing:municipal-workspace:MunicipalWorkspace-0041#text,governing,municipal-workspace,MunicipalWorkspace-0041,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Public attendance grants no office powers. Meeting preparation requires a current role in this government.
prose:governing:municipal-workspace:MunicipalWorkspace-0042#text,governing,municipal-workspace,MunicipalWorkspace-0042,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Public meetings
prose:governing:municipal-workspace:MunicipalWorkspace-0043#text,governing,municipal-workspace,MunicipalWorkspace-0043,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Public session added to your calendar.
prose:governing:municipal-workspace:MunicipalWorkspace-0044#text,governing,municipal-workspace,MunicipalWorkspace-0044,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Public session type
prose:governing:municipal-workspace:MunicipalWorkspace-0045#text,governing,municipal-workspace,MunicipalWorkspace-0045,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Public visitor
prose:governing:municipal-workspace:MunicipalWorkspace-0046#text,governing,municipal-workspace,MunicipalWorkspace-0046,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Publisher PID: 
prose:governing:municipal-workspace:MunicipalWorkspace-0047#text,governing,municipal-workspace,MunicipalWorkspace-0047,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Publisher observation
prose:governing:municipal-workspace:MunicipalWorkspace-0048#text,governing,municipal-workspace,MunicipalWorkspace-0048,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Publisher observation
prose:governing:municipal-workspace:MunicipalWorkspace-0049#text,governing,municipal-workspace,MunicipalWorkspace-0049,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Research report — not operative law
prose:governing:municipal-workspace:MunicipalWorkspace-0050#text,governing,municipal-workspace,MunicipalWorkspace-0050,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Retrieved law
prose:governing:municipal-workspace:MunicipalWorkspace-0051#text,governing,municipal-workspace,MunicipalWorkspace-0051,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Seat pattern
prose:governing:municipal-workspace:MunicipalWorkspace-0052#text,governing,municipal-workspace,MunicipalWorkspace-0052,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,These are references in this government's source readings. They are not attached agendas or notices for an authored session in this world.
prose:governing:municipal-workspace:MunicipalWorkspace-0053#text,governing,municipal-workspace,MunicipalWorkspace-0053,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,"These observations do not establish current cash, staffing, or legal powers."
prose:governing:municipal-workspace:MunicipalWorkspace-0054#text,governing,municipal-workspace,MunicipalWorkspace-0054,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Work on meeting notes ·
prose:governing:municipal-workspace:MunicipalWorkspace-0055#text,governing,municipal-workspace,MunicipalWorkspace-0055,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,"full-time employees,"
prose:governing:municipal-workspace:MunicipalWorkspace-0056#text,governing,municipal-workspace,MunicipalWorkspace-0056,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,part-time employees; observed 
prose:governing:municipal-workspace:MunicipalWorkspace-0057#text,governing,municipal-workspace,MunicipalWorkspace-0057,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,No recorded standing here
prose:governing:municipal-workspace:MunicipalWorkspace-0058#text,governing,municipal-workspace,MunicipalWorkspace-0058,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",templated,view.government.displayName,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Pin {view.government.displayName}
prose:governing:municipal-workspace:MunicipalWorkspace-0059#text,governing,municipal-workspace,MunicipalWorkspace-0059,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",templated,view.government.displayName,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,Unpin {view.government.displayName}
prose:governing:municipal-workspace:MunicipalWorkspace-0060#text,governing,municipal-workspace,MunicipalWorkspace-0060,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,★ Pinned
prose:governing:municipal-workspace:MunicipalWorkspace-0061#text,governing,municipal-workspace,MunicipalWorkspace-0061,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,MunicipalWorkspace,municipal-source-reading canonical-municipal-records,☆ Pin this government
prose:governing:municipal-workspace:act-0001#text,governing,municipal-workspace,act-0001,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,act,municipal-source-reading canonical-municipal-records,No change recorded.
prose:governing:municipal-workspace:act-0002#text,governing,municipal-workspace,act-0002,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,act,municipal-source-reading canonical-municipal-records,Recorded in your calendar and history.
prose:governing:municipal-workspace:directory-0001#text,governing,municipal-workspace,directory-0001,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,directory,municipal-source-reading canonical-municipal-records,Inspect a government
prose:governing:municipal-workspace:directory-0002#text,governing,municipal-workspace,directory-0002,text,status,PLAYER_REACHABLE,"UI-core's Municipal route mounts this feature panel for the saved player. Its source-reading labels, inspection boundaries and explicit-action results are displayed here; registration is inventory, not human prose approval.",static,,src/player/MunicipalWorkspace.tsx,directory,municipal-source-reading canonical-municipal-records,My home government
prose:legislative:measure-briefing:ACTION_HEADLINES-0001#text,legislative,measure-briefing,ACTION_HEADLINES-0001,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Amendment adopted
prose:legislative:measure-briefing:ACTION_HEADLINES-0002#text,legislative,measure-briefing,ACTION_HEADLINES-0002,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Amendment rejected
prose:legislative:measure-briefing:ACTION_HEADLINES-0003#text,legislative,measure-briefing,ACTION_HEADLINES-0003,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Became law
prose:legislative:measure-briefing:ACTION_HEADLINES-0004#text,legislative,measure-briefing,ACTION_HEADLINES-0004,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Chamber voted on the override
prose:legislative:measure-briefing:ACTION_HEADLINES-0005#text,legislative,measure-briefing,ACTION_HEADLINES-0005,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Changes accepted
prose:legislative:measure-briefing:ACTION_HEADLINES-0006#text,legislative,measure-briefing,ACTION_HEADLINES-0006,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Changes rejected
prose:legislative:measure-briefing:ACTION_HEADLINES-0007#text,legislative,measure-briefing,ACTION_HEADLINES-0007,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Cleared a floor vote
prose:legislative:measure-briefing:ACTION_HEADLINES-0008#text,legislative,measure-briefing,ACTION_HEADLINES-0008,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Committee hearing held
prose:legislative:measure-briefing:ACTION_HEADLINES-0009#text,legislative,measure-briefing,ACTION_HEADLINES-0009,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Committee would not report it
prose:legislative:measure-briefing:ACTION_HEADLINES-0010#text,legislative,measure-briefing,ACTION_HEADLINES-0010,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Died when the session ended
prose:legislative:measure-briefing:ACTION_HEADLINES-0011#text,legislative,measure-briefing,ACTION_HEADLINES-0011,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Failed on the floor
prose:legislative:measure-briefing:ACTION_HEADLINES-0012#text,legislative,measure-briefing,ACTION_HEADLINES-0012,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Override failed
prose:legislative:measure-briefing:ACTION_HEADLINES-0013#text,legislative,measure-briefing,ACTION_HEADLINES-0013,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Put into final form
prose:legislative:measure-briefing:ACTION_HEADLINES-0014#text,legislative,measure-briefing,ACTION_HEADLINES-0014,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Reported out of committee
prose:legislative:measure-briefing:ACTION_HEADLINES-0015#text,legislative,measure-briefing,ACTION_HEADLINES-0015,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Scheduled for the floor
prose:legislative:measure-briefing:ACTION_HEADLINES-0016#text,legislative,measure-briefing,ACTION_HEADLINES-0016,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Sent to committee
prose:legislative:measure-briefing:ACTION_HEADLINES-0017#text,legislative,measure-briefing,ACTION_HEADLINES-0017,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Sent to the governor
prose:legislative:measure-briefing:ACTION_HEADLINES-0018#text,legislative,measure-briefing,ACTION_HEADLINES-0018,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Sent to the other chamber
prose:legislative:measure-briefing:ACTION_HEADLINES-0019#text,legislative,measure-briefing,ACTION_HEADLINES-0019,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,ACTION_HEADLINES,measure rule-pack,Veto overridden
prose:legislative:measure-briefing:PHASE_SENTENCES-0001#text,legislative,measure-briefing,PHASE_SENTENCES-0001,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,"Both sides have agreed on one bill, and it is being put into final form."
prose:legislative:measure-briefing:PHASE_SENTENCES-0002#text,legislative,measure-briefing,PHASE_SENTENCES-0002,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,The bill has been filed and is waiting to be sent to a committee.
prose:legislative:measure-briefing:PHASE_SENTENCES-0003#text,legislative,measure-briefing,PHASE_SENTENCES-0003,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,The bill has cleared everything and is being recorded as law.
prose:legislative:measure-briefing:PHASE_SENTENCES-0004#text,legislative,measure-briefing,PHASE_SENTENCES-0004,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,The bill has not been filed yet.
prose:legislative:measure-briefing:PHASE_SENTENCES-0005#text,legislative,measure-briefing,PHASE_SENTENCES-0005,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,The bill has passed one chamber and is heading to the other.
prose:legislative:measure-briefing:PHASE_SENTENCES-0006#text,legislative,measure-briefing,PHASE_SENTENCES-0006,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,The bill is dead.
prose:legislative:measure-briefing:PHASE_SENTENCES-0007#text,legislative,measure-briefing,PHASE_SENTENCES-0007,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,The bill is law.
prose:legislative:measure-briefing:PHASE_SENTENCES-0008#text,legislative,measure-briefing,PHASE_SENTENCES-0008,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,The bill is on the floor.
prose:legislative:measure-briefing:PHASE_SENTENCES-0009#text,legislative,measure-briefing,PHASE_SENTENCES-0009,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,The bill is on the governor's desk.
prose:legislative:measure-briefing:PHASE_SENTENCES-0010#text,legislative,measure-briefing,PHASE_SENTENCES-0010,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,The bill is ready to go to the governor.
prose:legislative:measure-briefing:PHASE_SENTENCES-0011#text,legislative,measure-briefing,PHASE_SENTENCES-0011,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,The bill is sitting in committee.
prose:legislative:measure-briefing:PHASE_SENTENCES-0012#text,legislative,measure-briefing,PHASE_SENTENCES-0012,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,The committee has reported the bill; it is waiting for floor time.
prose:legislative:measure-briefing:PHASE_SENTENCES-0013#text,legislative,measure-briefing,PHASE_SENTENCES-0013,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,The governor vetoed the bill; the legislature can try to override.
prose:legislative:measure-briefing:PHASE_SENTENCES-0014#text,legislative,measure-briefing,PHASE_SENTENCES-0014,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,PHASE_SENTENCES,measure rule-pack,"The other chamber changed the bill, so the chamber it started in has to decide whether to live with that."
prose:legislative:measure-briefing:STEP_COPY-0001#text,legislative,measure-briefing,STEP_COPY-0001,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Ask for the bill to be sent to a committee
prose:legislative:measure-briefing:STEP_COPY-0002#text,legislative,measure-briefing,STEP_COPY-0002,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Ask leadership for floor time
prose:legislative:measure-briefing:STEP_COPY-0003#text,legislative,measure-briefing,STEP_COPY-0003,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Ask the chamber to vote on the bill at the stage it has reached.
prose:legislative:measure-briefing:STEP_COPY-0004#text,legislative,measure-briefing,STEP_COPY-0004,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Ask the committee for a hearing
prose:legislative:measure-briefing:STEP_COPY-0005#text,legislative,measure-briefing,STEP_COPY-0005,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Ask the committee to vote on reporting the bill
prose:legislative:measure-briefing:STEP_COPY-0006#text,legislative,measure-briefing,STEP_COPY-0006,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Ask your chamber to accept the changes
prose:legislative:measure-briefing:STEP_COPY-0007#text,legislative,measure-briefing,STEP_COPY-0007,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Call for the committee's recorded vote. The members decide what it says.
prose:legislative:measure-briefing:STEP_COPY-0008#text,legislative,measure-briefing,STEP_COPY-0008,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Close the bill out as law.
prose:legislative:measure-briefing:STEP_COPY-0009#text,legislative,measure-briefing,STEP_COPY-0009,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Deliver the finished bill to the desk.
prose:legislative:measure-briefing:STEP_COPY-0010#text,legislative,measure-briefing,STEP_COPY-0010,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,File the bill
prose:legislative:measure-briefing:STEP_COPY-0011#text,legislative,measure-briefing,STEP_COPY-0011,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Have the bill put into final form
prose:legislative:measure-briefing:STEP_COPY-0012#text,legislative,measure-briefing,STEP_COPY-0012,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Have the new law entered in the record
prose:legislative:measure-briefing:STEP_COPY-0013#text,legislative,measure-briefing,STEP_COPY-0013,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Move the question
prose:legislative:measure-briefing:STEP_COPY-0014#text,legislative,measure-briefing,STEP_COPY-0014,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Move to override the veto
prose:legislative:measure-briefing:STEP_COPY-0015#text,legislative,measure-briefing,STEP_COPY-0015,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Offer an amendment
prose:legislative:measure-briefing:STEP_COPY-0016#text,legislative,measure-briefing,STEP_COPY-0016,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Press for a date to put the bill and its witnesses in front of the committee.
prose:legislative:measure-briefing:STEP_COPY-0017#text,legislative,measure-briefing,STEP_COPY-0017,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Push to get the bill scheduled for debate.
prose:legislative:measure-briefing:STEP_COPY-0018#text,legislative,measure-briefing,STEP_COPY-0018,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Put a change to the bill and let the chamber decide it.
prose:legislative:measure-briefing:STEP_COPY-0019#text,legislative,measure-briefing,STEP_COPY-0019,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,Put the vetoed bill back to the legislature.
prose:legislative:measure-briefing:STEP_COPY-0020#text,legislative,measure-briefing,STEP_COPY-0020,text,status,PLAYER_REACHABLE,The measure briefing is the player-reachable legislative surface once seated.,static,,src/presentation/legislation-projection.ts,STEP_COPY,measure rule-pack,"Put your bill in, and it gets a number and a chamber."
